aX_rms,aX_std_dev,aX_max,aX_min,aY_rms,aY_std_dev,aY_max,aY_min,aZ_rms,aZ_std_dev,aZ_max,aZ_min,gX_rms,gX_std_dev,gX_max,gX_min,gY_rms,gY_std_dev,gY_max,gY_min,gZ_rms,gZ_std_dev,gZ_max,gZ_min
0.0073895419217833,0.0039034620939685,0.0,-0.0111445788689675,0.0170309655598136,0.0096338386043472,0.0266937221073845,0.0,0.0006519656314921,0.0003126529372989,0.0,-0.0010375145355157,0.5732170677272876,0.3159121924307587,0.9167130791445772,0.0,0.3178543846055844,0.1557703223660157,0.0,-0.4517108291938723,0.0640410394170383,0.0580071071168489,0.0945873951430162,-0.0822249085758701
0.0154397335996607,0.0019933711430925,-0.0122507732290892,-0.0177663441535317,0.0375751913697895,0.0052393002197424,0.0439118988178137,0.0286622142567144,0.0024498979323334,0.0005957996908895,-0.0017194227268618,-0.0034491475206751,0.5851222794477594,0.1597267656993191,0.8454835169721785,0.4145411266291735,0.4525913389108766,0.052725562613701,-0.381778589106947,-0.5451768606583554,0.1736319748671904,0.0327156253993053,-0.1224913506538392,-0.2128168714394939
0.0192741419318022,0.0005090951674562,-0.0184040804597187,-0.0198770137308506,0.0510400077249814,0.0038353349558714,0.0579794764450231,0.0457171190552619,0.0042685230249253,0.0004656458020924,-0.0035648914027392,-0.0050894245246417,1.1138276160623062,0.3735837201063988,1.6163161114626972,0.5325005050085115,0.6387294741774817,0.0391587130526874,-0.5842412393978889,-0.6820958041383045,0.0749309147385354,0.0552025048335051,0.0266109814556746,-0.1121131659222572
0.020041558108138,0.0002898568569279,-0.019686895966293,-0.0205361261374086,0.0579318081396609,0.0043775798233565,0.0644262981875954,0.0524295408164357,0.005132488490392,0.0013827087579596,-0.0028800365786405,-0.0070120119090499,1.665154706567058,0.7516237354166484,2.3743559344606022,0.3447432942395065,0.4636073157317312,0.1476134794702172,-0.2614884351269691,-0.7096715856080653,0.1469836824936351,0.064510203775115,-0.0244142627095005,-0.195835498623367
0.018826546183757,0.0006434528120873,-0.0179577228425656,-0.019638473028675,0.0638428183406521,0.0016113371398149,0.0659913263087035,0.061466361909811,0.0048221592634969,0.000437674222599,-0.0040291041448573,-0.0054736621305911,1.105946276973358,0.2515380580782166,1.4629386509641134,0.7130316757854571,0.7649348710636258,0.1109247363240184,-0.5635268186833144,-0.8883937773520167,0.2232232109939777,0.0289749821339484,-0.1827567125106506,-0.2712038316312944
0.015918972246608,0.0012827627231683,-0.0143024080097221,-0.0176963545111114,0.0651158760377192,0.0002385014199152,0.0653663568320191,0.0648142802777113,0.0045415812696721,0.0001720837408731,-0.0042703279835121,-0.0048140649580072,0.7017451193206918,0.0960839380589538,0.8215441149448863,0.5241659093840959,0.8058859200721026,0.0686472490434636,-0.6901741673355626,-0.8656985755234772,0.2726513441359713,0.0201300477703482,-0.2447856076071441,-0.3072340422615769
0.0126243179316312,0.0006892636557969,-0.011655053072906,-0.0137866774752497,0.0629486670737617,0.0007217764803011,0.0640018567921926,0.0619241208330366,0.0039307387678686,0.0001204112935971,-0.0037456557854201,-0.0041277579223125,0.4228301052576942,0.038793562202192,0.4803078687167434,0.3531214507064596,0.5065958085921678,0.1200974460232616,-0.3224592997979343,-0.6622083053943144,0.1836962064781377,0.0159669601870755,-0.1548163888638849,-0.2082456992953012
0.0105029069837341,0.0004694372390633,-0.0099771255723752,-0.0112884481097202,0.0615742255809726,0.0007112201057617,0.0621959917685398,0.0600511305697506,0.0048979951748349,0.0008716933980111,-0.0039087553693465,-0.0061496764730264,0.3119305070728355,0.1995709816488229,0.4758351927205916,-0.0582335727571945,0.1668121087703764,0.1364666450362223,0.0926937786326638,-0.2685085771337187,0.1126396445103784,0.0242900134050042,-0.0794173450683591,-0.1438243794748737
0.00958319009933,0.0001590917827943,-0.0094098827443404,-0.0098196602833842,0.0582742144918178,0.0010612471282212,0.0594311010833505,0.0568119063332633,0.0048000709185617,0.0002603278030231,-0.004502290332706,-0.0051709290873257,0.2230611895459852,0.1693010842309071,0.3849932643874403,-0.1203240368534003,0.0166587079980284,0.0116696893430179,0.0299749433615928,-0.0041032914847191,0.0592832140666329,0.0102962627803767,-0.0425181797935905,-0.0746064697658644
0.0083060576351826,0.0005762362853021,-0.007585171177714,-0.0091034328995778,0.0558319501515705,0.0009289076346013,0.0570768011171627,0.0541657522893932,0.004550620147164,0.0003071637750171,-0.0040484826121885,-0.0049484835258178,0.0998257465818093,0.0996753461058169,0.1729476910732038,-0.1407845242271256,0.0821384886265654,0.0249091190518044,0.1148571952780853,0.0426111188144294,0.0240467547935096,0.0161938462717469,0.009487446090914,-0.042870639690328
0.0071973470413192,0.0002881248146522,-0.0068549921605429,-0.0076597148492444,0.0518611027578098,0.0009398573590086,0.0533319712708903,0.0505749214072428,0.0044677440845539,0.0002518963491255,-0.0040336557028775,-0.004763357706129,0.1279520268612389,0.0574652338739792,-0.0337399421374651,-0.1866073529726495,0.1133773891488292,0.0128509921745227,0.1319082030284213,0.0898677140680703,0.0504173142319646,0.0210758790293367,0.0779965136350884,0.0216672859025453
0.0065263661014414,0.0002674972844495,-0.0062031450126336,-0.0069571864848237,0.0488821273720899,0.0006300719969109,0.0494622339147332,0.0476898265585641,0.0049772578645184,0.0005697655836891,-0.0044691959732635,-0.0060606886836274,0.1601172151787185,0.1120706190244483,0.0434651375729179,-0.2814168141792154,0.209263300441155,0.083842940022886,0.3523698370174346,0.1036354344024107,0.0846105592925914,0.0092431748731482,0.1035150781921906,0.0766880800589628
